,user_id,uuid,timestamp,type,value,perceived_personalization,emotional_trust,trust_in_competence,intention_to_use,usefulness,overall_satisfaction,providing_information
86,user_1_0_3,e7ba38fb-f2fd-41ff-bba3-3b85db433a3f,2024-10-27 16:32:26,final_ranking_survey,"{'perceived_personalization': 5, 'emotional_trust': 6, 'trust_in_competence': 7, 'intention_to_use': 6, 'usefulness': 6, 'overall_satisfaction': 7, 'providing_information': 6}",5,6,7,6,6,7,6
87,user_0_0_2,e7ba38fb-f2fd-41ff-bba3-3b85db433a3f,2024-10-27 20:46:13,final_ranking_survey,"{'perceived_personalization': 7, 'emotional_trust': 6, 'trust_in_competence': 7, 'intention_to_use': 7, 'usefulness': 6, 'overall_satisfaction': 7, 'providing_information': 7}",7,6,7,7,6,7,7
88,user_0_2_4,e7ba38fb-f2fd-41ff-bba3-3b85db433a3f,2024-10-27 22:27:12,final_ranking_survey,"{'perceived_personalization': 6, 'emotional_trust': 5, 'trust_in_competence': 6, 'intention_to_use': 5, 'usefulness': 4, 'overall_satisfaction': 6, 'providing_information': 7}",6,5,6,5,4,6,7
89,user_1_2_0,e7ba38fb-f2fd-41ff-bba3-3b85db433a3f,2024-10-28 02:12:35,final_ranking_survey,"{'perceived_personalization': 5, 'emotional_trust': 4, 'trust_in_competence': 4, 'intention_to_use': 5, 'usefulness': 4, 'overall_satisfaction': 4, 'providing_information': 2}",5,4,4,5,4,4,2
90,user_0_1_3,e7ba38fb-f2fd-41ff-bba3-3b85db433a3f,2024-10-28 02:25:17,final_ranking_survey,"{'perceived_personalization': 6, 'emotional_trust': 6, 'trust_in_competence': 6, 'intention_to_use': 6, 'usefulness': 6, 'overall_satisfaction': 6, 'providing_information': 6}",6,6,6,6,6,6,6
91,user_0_1_4,e7ba38fb-f2fd-41ff-bba3-3b85db433a3f,2024-10-28 13:48:50,final_ranking_survey,"{'perceived_personalization': 7, 'emotional_trust': 7, 'trust_in_competence': 7, 'intention_to_use': 7, 'usefulness': 7, 'overall_satisfaction': 7, 'providing_information': 7}",7,7,7,7,7,7,7
92,user_3_2_4,e7ba38fb-f2fd-41ff-bba3-3b85db433a3f,2024-10-28 16:39:49,final_ranking_survey,"{'perceived_personalization': 5, 'emotional_trust': 4, 'trust_in_competence': 4, 'intention_to_use': 2, 'usefulness': 4, 'overall_satisfaction': 4, 'providing_information': 4}",5,4,4,2,4,4,4
93,user_3_2_2,e7ba38fb-f2fd-41ff-bba3-3b85db433a3f,2024-10-28 16:47:06,final_ranking_survey,"{'perceived_personalization': 6, 'emotional_trust': 7, 'trust_in_competence': 6, 'intention_to_use': 4, 'usefulness': 6, 'overall_satisfaction': 6, 'providing_information': 6}",6,7,6,4,6,6,6
94,user_2_1_1,e7ba38fb-f2fd-41ff-bba3-3b85db433a3f,2024-10-28 19:18:48,final_ranking_survey,"{'perceived_personalization': 6, 'emotional_trust': 5, 'trust_in_competence': 6, 'intention_to_use': 5, 'usefulness': 6, 'overall_satisfaction': 6, 'providing_information': 3}",6,5,6,5,6,6,3
95,user_0_0_0,e7ba38fb-f2fd-41ff-bba3-3b85db433a3f,2024-10-28 21:00:55,final_ranking_survey,"{'perceived_personalization': 4, 'emotional_trust': 4, 'trust_in_competence': 6, 'intention_to_use': 6, 'usefulness': 5, 'overall_satisfaction': 5, 'providing_information': 5}",4,4,6,6,5,5,5
96,user_0_1_2,e7ba38fb-f2fd-41ff-bba3-3b85db433a3f,2024-10-28 23:14:42,final_ranking_survey,"{'perceived_personalization': 4, 'emotional_trust': 4, 'trust_in_competence': 3, 'intention_to_use': 3, 'usefulness': 5, 'overall_satisfaction': 4, 'providing_information': 4}",4,4,3,3,5,4,4
97,user_3_2_0,e7ba38fb-f2fd-41ff-bba3-3b85db433a3f,2024-10-29 12:41:06,final_ranking_survey,"{'perceived_personalization': 5, 'emotional_trust': 4, 'trust_in_competence': 5, 'intention_to_use': 5, 'usefulness': 5, 'overall_satisfaction': 4, 'providing_information': 3}",5,4,5,5,5,4,3
98,user_2_2_1,e7ba38fb-f2fd-41ff-bba3-3b85db433a3f,2024-10-29 15:18:18,final_ranking_survey,"{'perceived_personalization': 5, 'emotional_trust': 5, 'trust_in_competence': 6, 'intention_to_use': 5, 'usefulness': 5, 'overall_satisfaction': 5, 'providing_information': 5}",5,5,6,5,5,5,5
99,user_0_2_0,e7ba38fb-f2fd-41ff-bba3-3b85db433a3f,2024-10-30 00:03:18,final_ranking_survey,"{'perceived_personalization': 5, 'emotional_trust': 4, 'trust_in_competence': 7, 'intention_to_use': 6, 'usefulness': 4, 'overall_satisfaction': 5, 'providing_information': 7}",5,4,7,6,4,5,7
100,user_3_1_0,e7ba38fb-f2fd-41ff-bba3-3b85db433a3f,2024-10-30 00:25:08,final_ranking_survey,"{'perceived_personalization': 7, 'emotional_trust': 6, 'trust_in_competence': 7, 'intention_to_use': 6, 'usefulness': 7, 'overall_satisfaction': 7, 'providing_information': 7}",7,6,7,6,7,7,7
101,user_2_0_1,e7ba38fb-f2fd-41ff-bba3-3b85db433a3f,2024-10-30 05:12:30,final_ranking_survey,"{'perceived_personalization': 7, 'emotional_trust': 7, 'trust_in_competence': 7, 'intention_to_use': 7, 'usefulness': 7, 'overall_satisfaction': 7, 'providing_information': 7}",7,7,7,7,7,7,7
102,user_2_0_2,e7ba38fb-f2fd-41ff-bba3-3b85db433a3f,2024-10-30 09:03:06,final_ranking_survey,"{'perceived_personalization': 5, 'emotional_trust': 6, 'trust_in_competence': 6, 'intention_to_use': 7, 'usefulness': 7, 'overall_satisfaction': 6, 'providing_information': 6}",5,6,6,7,7,6,6
103,user_2_1_4,e7ba38fb-f2fd-41ff-bba3-3b85db433a3f,2024-10-30 12:24:55,final_ranking_survey,"{'perceived_personalization': 6, 'emotional_trust': 6, 'trust_in_competence': 5, 'intention_to_use': 6, 'usefulness': 7, 'overall_satisfaction': 6, 'providing_information': 6}",6,6,5,6,7,6,6
104,user_0_1_0,e7ba38fb-f2fd-41ff-bba3-3b85db433a3f,2024-10-30 14:38:30,final_ranking_survey,"{'perceived_personalization': 4, 'emotional_trust': 4, 'trust_in_competence': 6, 'intention_to_use': 4, 'usefulness': 4, 'overall_satisfaction': 4, 'providing_information': 5}",4,4,6,4,4,4,5
105,demo_1_1_0,e7ba38fb-f2fd-41ff-bba3-3b85db433a3f,2024-10-30 15:25:01,final_ranking_survey,"{'perceived_personalization': 6, 'emotional_trust': 6, 'trust_in_competence': 5, 'intention_to_use': 7, 'usefulness': 7, 'overall_satisfaction': 6, 'providing_information': 6}",6,6,5,7,7,6,6
106,user_2_0_3,e7ba38fb-f2fd-41ff-bba3-3b85db433a3f,2024-10-30 17:22:01,final_ranking_survey,"{'perceived_personalization': 7, 'emotional_trust': 5, 'trust_in_competence': 6, 'intention_to_use': 5, 'usefulness': 3, 'overall_satisfaction': 5, 'providing_information': 6}",7,5,6,5,3,5,6
107,demo_0_0_3,e7ba38fb-f2fd-41ff-bba3-3b85db433a3f,2024-10-30 17:35:11,final_ranking_survey,"{'perceived_personalization': 7, 'emotional_trust': 5, 'trust_in_competence': 4, 'intention_to_use': 5, 'usefulness': 5, 'overall_satisfaction': 5, 'providing_information': 5}",7,5,4,5,5,5,5
108,user_1_2_3,e7ba38fb-f2fd-41ff-bba3-3b85db433a3f,2024-10-30 23:26:33,final_ranking_survey,"{'perceived_personalization': 6, 'emotional_trust': 5, 'trust_in_competence': 7, 'intention_to_use': 6, 'usefulness': 6, 'overall_satisfaction': 7, 'providing_information': 7}",6,5,7,6,6,7,7
109,user_0_2_1,e7ba38fb-f2fd-41ff-bba3-3b85db433a3f,2024-10-31 18:25:05,final_ranking_survey,"{'perceived_personalization': 7, 'emotional_trust': 7, 'trust_in_competence': 7, 'intention_to_use': 7, 'usefulness': 7, 'overall_satisfaction': 7, 'providing_information': 7}",7,7,7,7,7,7,7
110,user_3_0_2,e7ba38fb-f2fd-41ff-bba3-3b85db433a3f,2024-10-31 21:05:58,final_ranking_survey,"{'perceived_personalization': 5, 'emotional_trust': 5, 'trust_in_competence': 6, 'intention_to_use': 5, 'usefulness': 3, 'overall_satisfaction': 5, 'providing_information': 4}",5,5,6,5,3,5,4
111,demo_3_1_2,e7ba38fb-f2fd-41ff-bba3-3b85db433a3f,2024-10-31 23:41:06,final_ranking_survey,"{'perceived_personalization': 7, 'emotional_trust': 7, 'trust_in_competence': 7, 'intention_to_use': 6, 'usefulness': 6, 'overall_satisfaction': 7, 'providing_information': 7}",7,7,7,6,6,7,7
112,user_1_2_1,e7ba38fb-f2fd-41ff-bba3-3b85db433a3f,2024-11-01 00:39:25,final_ranking_survey,"{'perceived_personalization': 6, 'emotional_trust': 6, 'trust_in_competence': 4, 'intention_to_use': 4, 'usefulness': 5, 'overall_satisfaction': 4, 'providing_information': 4}",6,6,4,4,5,4,4
113,demo_3_2_1,e7ba38fb-f2fd-41ff-bba3-3b85db433a3f,2024-11-01 00:52:11,final_ranking_survey,"{'perceived_personalization': 6, 'emotional_trust': 4, 'trust_in_competence': 6, 'intention_to_use': 4, 'usefulness': 6, 'overall_satisfaction': 5, 'providing_information': 7}",6,4,6,4,6,5,7
114,user_2_0_4,e7ba38fb-f2fd-41ff-bba3-3b85db433a3f,2024-11-02 01:14:23,final_ranking_survey,"{'perceived_personalization': 6, 'emotional_trust': 6, 'trust_in_competence': 7, 'intention_to_use': 6, 'usefulness': 6, 'overall_satisfaction': 6, 'providing_information': 7}",6,6,7,6,6,6,7
115,demo_3_2_3,e7ba38fb-f2fd-41ff-bba3-3b85db433a3f,2024-11-02 08:43:17,final_ranking_survey,"{'perceived_personalization': 5, 'emotional_trust': 6, 'trust_in_competence': 7, 'intention_to_use': 6, 'usefulness': 7, 'overall_satisfaction': 6, 'providing_information': 7}",5,6,7,6,7,6,7
116,user_3_1_1,ed6a4c6f-1475-404b-917c-67155410f655,2024-10-24 17:14:56,final_ranking_survey,"{'perceived_personalization': 7, 'emotional_trust': 6, 'trust_in_competence': 7, 'intention_to_use': 6, 'usefulness': 7, 'overall_satisfaction': 7, 'providing_information': 7}",7,6,7,6,7,7,7
117,user_1_2_2,ed6a4c6f-1475-404b-917c-67155410f655,2024-10-24 19:39:47,final_ranking_survey,"{'perceived_personalization': 7, 'emotional_trust': 7, 'trust_in_competence': 7, 'intention_to_use': 7, 'usefulness': 7, 'overall_satisfaction': 7, 'providing_information': 7}",7,7,7,7,7,7,7
118,user_1_1_2,ed6a4c6f-1475-404b-917c-67155410f655,2024-10-24 19:58:07,final_ranking_survey,"{'perceived_personalization': 6, 'emotional_trust': 6, 'trust_in_competence': 6, 'intention_to_use': 5, 'usefulness': 6, 'overall_satisfaction': 5, 'providing_information': 6}",6,6,6,5,6,5,6
119,user_1_2_4,ed6a4c6f-1475-404b-917c-67155410f655,2024-10-24 20:21:12,final_ranking_survey,"{'perceived_personalization': 6, 'emotional_trust': 7, 'trust_in_competence': 6, 'intention_to_use': 6, 'usefulness': 6, 'overall_satisfaction': 6, 'providing_information': 5}",6,7,6,6,6,6,5
